name,image_url,category,price,stock,description
Acid-Wash Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20210605/DUu9/60ba7a0aaeb269a9e3d5b454/-286Wx359H-460896631-blue-MODEL.jpg,Men,"2,999",100,Acid-Wash Mid-Rise Slim Fit Jeans
Flat-Front Slim Fit Chinos,https://assets.ajio.com/medias/sys_master/root/20210316/nesJ/604fb8dbf997dd5c40117d39/-286Wx359H-460259760-grey-MODEL.jpg,Men,"1,899",100,Flat-Front Slim Fit Chinos
Panelled Joggers with Button Closure,https://assets.ajio.com/medias/sys_master/root/20210703/Cnw8/60df6241f997ddb312196f83/-286Wx359H-441120099-blue-MODEL.jpg,Men,"1,899",100,Panelled Joggers with Button Closure
Micro Print Panelled Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210811/UFli/6113f47af997ddce899ba4a3/-286Wx359H-441119485-charcoal-MODEL.jpg,Men,799,100,Micro Print Panelled Shorts with Insert Pockets
Solid Cotton Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20220530/lUtc/62947331f997dd03e24382b9/-286Wx359H-441024764-aqua-MODEL.jpg,Men,699,100,Solid Cotton Polo T-shirt
Jacquard-Woven Slim Fit Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20211228/hlFe/61ca2bdbaeb26901101eec26/-286Wx359H-441134733-khaki-MODEL.jpg,Men,799,100,Jacquard-Woven Slim Fit Polo T-shirt
Tapered Fit Corduroy Chinos,https://assets.ajio.com/medias/sys_master/root/20211026/ywqn/61772cbdaeb2690110a98def/-286Wx359H-441128266-tan-MODEL.jpg,Men,"1,699",100,Tapered Fit Corduroy Chinos
Cotton Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20220126/KCIX/61f042a7aeb2695cdd2eec7a/-286Wx359H-440971113-black-MODEL.jpg,Men,899,100,Cotton Shirt with Patch Pocket
Checked Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20211030/rd0x/617c511aaeb2690110b28126/-286Wx359H-460698897-navy-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt
Striped Shirt with Mandarin Collar,https://assets.ajio.com/medias/sys_master/root/20210731/rjEk/61044a62aeb269a9e35b7aac/-286Wx359H-441120041-navy-MODEL.jpg,Men,999,100,Striped Shirt with Mandarin Collar
Mid-Rise Skinny Jeans,https://assets.ajio.com/medias/sys_master/root/hf5/h17/14876616327198/-286Wx359H-441038478-indigoblue-MODEL.jpg,Men,799,100,Mid-Rise Skinny Jeans
Fastdry Active Essential Shorts,https://assets.ajio.com/medias/sys_master/root/h57/ha5/9680851140638/-286Wx359H-440672489-black-OUTFIT.jpg,Men,499,100,Fastdry Active Essential Shorts
Fastdry Running Active Essential Shorts,https://assets.ajio.com/medias/sys_master/root/h32/h14/14022830391326/-286Wx359H-440672491-teal-MODEL.jpg,Men,599,100,Fastdry Running Active Essential Shorts
Cotton Shirt with Flap Pockets,https://assets.ajio.com/medias/sys_master/root/20220129/CxCJ/61f461a3aeb2695cdd3a178e/-286Wx359H-441213702-maroon-MODEL.jpg,Men,"1,499",100,Cotton Shirt with Flap Pockets
Lightly Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220125/s2rg/61ef19c9f997dd662339584b/-286Wx359H-441209093-indigo-MODEL.jpg,Men,"2,399",100,Lightly Washed Slim Fit Jeans
Self-Striped Crew-Neck Sweatshirt,https://assets.ajio.com/medias/sys_master/root/20210629/kr4U/60da3aebaeb269a9e32e0d73/-286Wx359H-441124510-navy-MODEL.jpg,Men,999,100,Self-Striped Crew-Neck Sweatshirt
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20211110/f3nK/618be19daeb2690110bf78d9/-286Wx359H-460353512-maroon-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Striped Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210831/v4JE/612d4d32f997ddce89b34cbf/-286Wx359H-441123937-khaki-MODEL.jpg,Men,999,100,Striped Shirt with Patch Pocket
Track Pants with Contrast Side Piping,https://assets.ajio.com/medias/sys_master/root/20210810/OoRf/61117c14aeb269a2686c8fb9/-286Wx359H-441120773-khaki-MODEL.jpg,Men,999,100,Track Pants with Contrast Side Piping
Oxford Shirt With Button-Down Collar,https://assets.ajio.com/medias/sys_master/root/20211013/bZiR/616626ffaeb26901108e82f8/-286Wx359H-440946631-white-MODEL.jpg,Men,999,100,Oxford Shirt With Button-Down Collar
Flat-Front Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210402/NKiP/606739daaeb269a9e32fd82e/-286Wx359H-441117023-grey-MODEL.jpg,Men,899,100,Flat-Front Shorts with Insert Pockets
Slim Fit Mid-Rise Chinos,https://assets.ajio.com/medias/sys_master/root/h58/hfa/11054610841630/-286Wx359H-440717974-olive-MODEL.jpg,Men,999,100,Slim Fit Mid-Rise Chinos
Checked Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20220105/5kDp/61d4a765f997dd6623111454/-286Wx359H-469084044-black-MODEL.jpg,Men,"2,299",100,Checked Slim Fit Shirt
Slim Cargo Shorts with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20211123/dIm4/619be549f997ddf8f1125a5a/-286Wx359H-441130616-navy-MODEL.jpg,Men,"1,499",100,Slim Cargo Shorts with Slip Pockets
Flat-Front Chinos with Braided Belt,https://assets.ajio.com/medias/sys_master/root/20210316/l3L6/604fb065aeb26969818645d0/-286Wx359H-441116322-ltgreen-MODEL.jpg,Men,"1,499",100,Flat-Front Chinos with Braided Belt
Pack of 2 Printed Briefs,https://assets.ajio.com/medias/sys_master/root/20210316/dy75/604fb1d7f997dd5c40115c20/-286Wx359H-441025039-assorted-MODEL.jpg,Men,480,100,Pack of 2 Printed Briefs
Mid-Rise Flat-Front Cropped Slim Fit Chinos,https://assets.ajio.com/medias/sys_master/root/20210831/dvwJ/612d302eaeb269a26882ed9a/-286Wx359H-441121060-darkgrey-MODEL.jpg,Men,"1,299",100,Mid-Rise Flat-Front Cropped Slim Fit Chinos
Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211125/Dwtm/619fab8baeb2690110d84729/-286Wx359H-441209078-black-MODEL.jpg,Men,"2,399",100,Slim Fit Jeans
Mid-Wash Mid-Rise 5-Pocket Slim Jeans,https://assets.ajio.com/medias/sys_master/root/20220106/86iP/61d7083aaeb2695cdd075432/-286Wx359H-469079340-blue-MODEL.jpg,Men,"2,299",100,Mid-Wash Mid-Rise 5-Pocket Slim Jeans
Crew-Neck T-shirt with Contrast Taping,https://assets.ajio.com/medias/sys_master/root/20210403/1V0O/606861eff997dd7b645d17e9/-286Wx359H-461088468-blue-MODEL.jpg,Men,"1,199",100,Crew-Neck T-shirt with Contrast Taping
Round-Neck Pullover with Raglan Sleeve,https://assets.ajio.com/medias/sys_master/root/20210814/D683/6116d46ef997ddce899eaf52/-286Wx359H-441126051-maroon-MODEL.jpg,Men,"1,399",100,Round-Neck Pullover with Raglan Sleeve
Flat-Front City Shorts,https://assets.ajio.com/medias/sys_master/root/20210814/TiGO/6116c297f997ddce899e740a/-286Wx359H-441124430-navy-MODEL.jpg,Men,899,100,Flat-Front City Shorts
Short Sleeve Crew-Neck  T-shirt,https://assets.ajio.com/medias/sys_master/root/20220401/oHAf/62470e90f997dd03e2433bbe/-286Wx359H-464104985-maroon-MODEL.jpg,Men,999,100,Short Sleeve Crew-Neck  T-shirt
Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220104/qfR3/61d350d4aeb2695cdd040818/-286Wx359H-441131292-charcoal-MODEL.jpg,Men,"1,999",100,Washed Slim Fit Jeans
Mid-Wash Mid-Rise Skinny Jeans,https://assets.ajio.com/medias/sys_master/root/20211118/Q0pg/61956841aeb2690110cacbb2/-286Wx359H-441128534-ltgrey-MODEL.jpg,Men,999,100,Mid-Wash Mid-Rise Skinny Jeans
Checked Slim Fit Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20220114/pGvm/61e1a49df997dd6623224ddc/-286Wx359H-441130821-grey-MODEL.jpg,Men,"1,499",100,Checked Slim Fit Flat-Front Trousers
Slim Fit Mid-Rise Chinos,https://assets.ajio.com/medias/sys_master/root/h78/h99/10267390050334/-286Wx359H-440717974-navy-OUTFIT.jpg,Men,999,100,Slim Fit Mid-Rise Chinos
Brand Print Ombre Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220303/ZLsG/621fba8ff997dd03e2fd2eb7/-286Wx359H-441133307-ltpink-MODEL.jpg,Men,599,100,Brand Print Ombre Crew-Neck T-shirt
Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220224/3pMD/62169351f997dd03e2ebddc3/-286Wx359H-469084059-blue-MODEL.jpg,Men,"2,599",100,Mid-Rise Slim Fit Jeans
Checked Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210629/1gdS/60da4085aeb269a9e32e6665/-286Wx359H-441123884-navy-MODEL.jpg,Men,999,100,Checked Shirt with Patch Pocket
Flat-Front Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210814/YSVR/6116d19eaeb269a268725708/-286Wx359H-441125179-olive-MODEL.jpg,Men,799,100,Flat-Front Shorts with Insert Pockets
Striped Mid-Rise Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20210316/SJjO/604fbb33aeb26969818662c3/-286Wx359H-460611031-grey-MODEL.jpg,Men,"1,899",100,Striped Mid-Rise Flat-Front Chinos
Slim Fit Flat-Front Chinos with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210731/zLzm/61044a5af997ddb312416ef2/-286Wx359H-441121060-white-MODEL.jpg,Men,"1,299",100,Slim Fit Flat-Front Chinos with Insert Pockets
Mid-Rise Track Pants with Side Taping,https://assets.ajio.com/medias/sys_master/root/20211202/xmWO/61a7d79baeb2690110ea4b90/-286Wx359H-441132346-olive-MODEL.jpg,Men,999,100,Mid-Rise Track Pants with Side Taping
Tapered Fit Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20210703/80US/60df62c9f997ddb312197255/-286Wx359H-441121063-navy-MODEL.jpg,Men,"1,499",100,Tapered Fit Flat-Front Chinos
Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/h95/hae/16496490643486/-286Wx359H-441038490-navy-MODEL.jpg,Men,999,100,Mid-Rise Slim Fit Jeans
Lightly Washed 5-Pocket Slim Jeans,https://assets.ajio.com/medias/sys_master/root/20211104/8wwC/618315b7aeb2690110b965f1/-286Wx359H-441128808-ltgrey-MODEL.jpg,Men,"1,049",100,Lightly Washed 5-Pocket Slim Jeans
Flat-Front Chinos with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20210316/ysLK/604fb41faeb2696981864cf5/-286Wx359H-441119561-navy-MODEL.jpg,Men,"1,299",100,Flat-Front Chinos with Slip Pockets
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20210731/8xYV/61044a53aeb269a9e35b79f3/-286Wx359H-441123101-white-MODEL.jpg,Men,499,100,Typographic Print Crew-Neck T-shirt
Slim Fit Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20211217/sXwg/61bcb2a1f997ddf8f1558e7c/-286Wx359H-441130007-grey-MODEL.jpg,Men,"1,299",100,Slim Fit Flat-Front Trousers
513 Straight Fit Washed Jeans,https://assets.ajio.com/medias/sys_master/root/20220423/HmKs/6262f6a1f997dd03e27b3a48/-286Wx359H-469114453-black-MODEL.jpg,Men,"3,699",100,513 Straight Fit Washed Jeans
Cropped Slim Fit Chinos with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20220212/q6MG/6206b2fbaeb26921af94f21d/-286Wx359H-441131542-black-MODEL.jpg,Men,"1,299",100,Cropped Slim Fit Chinos with Slip Pockets
Art Deco Print High-Neck Zip-Front Sweatshirt with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20211103/jLjk/618199d1f997ddf8f1f83132/-286Wx359H-441126481-khaki-MODEL.jpg,Men,"1,499",100,Art Deco Print High-Neck Zip-Front Sweatshirt with Insert Pockets
Floral Print Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210316/57yv/604fb4a97cdb8c1f14633d94/-286Wx359H-460698962-brown-MODEL.jpg,Men,"1,749",100,Floral Print Slim Fit Shirt
Denim Shirt with Buttoned Flap Pockets,https://assets.ajio.com/medias/sys_master/root/20211106/FH32/61857cc4aeb2690110b9cdce/-286Wx359H-441124051-blue-MODEL.jpg,Men,"1,399",100,Denim Shirt with Buttoned Flap Pockets
City Shorts with Drawstring Fastening,https://assets.ajio.com/medias/sys_master/root/20210703/NZzF/60df5ca4f997ddb3121953a5/-286Wx359H-441118111-blue-MODEL.jpg,Men,799,100,City Shorts with Drawstring Fastening
Flat-Front Trousers with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210810/rYiO/61118a2ff997ddce8998102f/-286Wx359H-441122675-navy-MODEL.jpg,Men,"1,499",100,Flat-Front Trousers with Insert Pockets
Striped Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/h80/h8c/14876004843550/-286Wx359H-460531455-white-MODEL.jpg,Men,"1,749",100,Striped Slim Fit Shirt with Patch Pocket
Colourblock Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20210403/5no4/60686091aeb269a9e33111ad/-286Wx359H-461032796-blue-MODEL.jpg,Men,899,100,Colourblock Crew-Neck T-shirt
Polo T-shirt with Welt Pocket,https://assets.ajio.com/medias/sys_master/root/20220121/uTzB/61ea7e0baeb2695cdd269870/-286Wx359H-461561344-navy-MODEL.jpg,Men,999,100,Polo T-shirt with Welt Pocket
Checked Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20211030/j5so/617c41e8f997ddf8f1f26de9/-286Wx359H-460698904-navy-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt
Mid-Rise Straight Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220301/GpYG/621d1ea4aeb26921afbc4ce4/-286Wx359H-441243525-black-MODEL.jpg,Men,"1,499",100,Mid-Rise Straight Fit Jeans
Mid-Wash Slim Fit Jeans with 5-Pocket Styling,https://assets.ajio.com/medias/sys_master/root/20220111/ZHdr/61dc8e7caeb2695cdd0c8900/-286Wx359H-469084013-blue-MODEL.jpg,Men,"2,599",100,Mid-Wash Slim Fit Jeans with 5-Pocket Styling
Striped Hooded Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210316/hbPA/6050c8be7cdb8c1f1464e62a/-286Wx359H-460698970-white-MODEL.jpg,Men,"1,749",100,Striped Hooded Slim Fit Shirt
Tapered Fit Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20210814/yPny/6116cf477cdb8cb824f783d0/-286Wx359H-441124499-grey-MODEL.jpg,Men,"1,499",100,Tapered Fit Flat-Front Chinos
Joggers with Drawstring Waistband,https://assets.ajio.com/medias/sys_master/root/20210716/o67s/60f1a27caeb269a9e344de5c/-286Wx359H-441119480-black-MODEL.jpg,Men,999,100,Joggers with Drawstring Waistband
Flat-Front Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210814/o2iy/6116bfc6aeb269a268722f8e/-286Wx359H-441125179-navy-MODEL.jpg,Men,799,100,Flat-Front Shorts with Insert Pockets
Flat-Front Slim Fit Chinos,https://assets.ajio.com/medias/sys_master/root/20211027/F1fm/61784a34f997ddf8f1ea56e2/-286Wx359H-460259760-burgundy-MODEL.jpg,Men,"1,899",100,Flat-Front Slim Fit Chinos
Slim Fit Flat-Front Cropped Chinos,https://assets.ajio.com/medias/sys_master/root/20210407/glgY/606cb766f997dd7b64a5c4a9/-286Wx359H-441116324-ltblue-MODEL.jpg,Men,"1,299",100,Slim Fit Flat-Front Cropped Chinos
Colourblock Slim Fit Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20210628/GaRz/60d9c9aff997ddb3120a9f72/-286Wx359H-461667508-multi-MODEL.jpg,Men,"1,999",100,Colourblock Slim Fit Polo T-shirt
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/Qxyz/6050ce537cdb8c1f1464f51c/-286Wx359H-460698905-black-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Short Sleeves Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20210420/cmYz/607e6888aeb269a9e39663b4/-286Wx359H-462316292-grey-MODEL.jpg,Men,"1,999",100,Short Sleeves Polo T-shirt
Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220212/BKjL/6206bdfeaeb26921af951a97/-286Wx359H-469084017-blue-MODEL.jpg,Men,"2,899",100,Washed Slim Fit Jeans
Contrasting Gold Logo Print Crew-Neck T-Shirt,https://assets.ajio.com/medias/sys_master/root/20220128/1xmI/61f2e764aeb2695cdd3378e4/-286Wx359H-410310253-02dx-MODEL.jpg,Men,"6,999",100,Contrasting Gold Logo Print Crew-Neck T-Shirt
513 Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220408/wIOv/62504e81aeb26921af137edd/-286Wx359H-469100569-blue-MODEL.jpg,Men,"2,999",100,513 Mid-Rise Slim Fit Jeans
Colourblock Button-Down Shirt,https://assets.ajio.com/medias/sys_master/root/20220103/GJKA/61d33a35f997dd66230e97eb/-286Wx359H-463599135-blue-MODEL.jpg,Men,"1,499",100,Colourblock Button-Down Shirt
Heathered Knit Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210714/TMla/60eefe9ff997ddb312269aaf/-286Wx359H-441126073-blue-MODEL.jpg,Men,"1,299",100,Heathered Knit Slim Fit Shirt
Lightly Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211027/Efcu/6179482bf997ddf8f1ecc331/-286Wx359H-441192143-indigo-MODEL.jpg,Men,"1,699",100,Lightly Washed Slim Fit Jeans
Striped Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20211125/BPBC/619faaa3aeb2690110d8426b/-286Wx359H-441126178-maroon-MODEL.jpg,Men,799,100,Striped Crew-Neck T-shirt
Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211231/2XW0/61ce52e6aeb2695cddffa5f3/-286Wx359H-441192146-grey-MODEL.jpg,Men,"1,699",100,Mid-Rise Slim Fit Jeans
Printed Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/hca/h84/13656883658782/-286Wx359H-460436284-lightblue-MODEL.jpg,Men,"1,749",100,Printed Slim Fit Shirt with Patch Pocket
Shirt with Buttoned Flap Pockets,https://assets.ajio.com/medias/sys_master/root/20210728/W7XS/610056cbaeb269a9e356670e/-286Wx359H-460952355-black-MODEL.jpg,Men,"1,749",100,Shirt with Buttoned Flap Pockets
Printed Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210403/P1qn/6068757caeb269a9e33298e2/-286Wx359H-461097682-black-MODEL.jpg,Men,"2,199",100,Printed Slim Fit Shirt
Mid-Rise Slim Fit Chinos,https://assets.ajio.com/medias/sys_master/root/20210316/pkzK/604fab3ef997dd5c40112ddb/-286Wx359H-460259760-darkgreen-MODEL.jpg,Men,"1,899",100,Mid-Rise Slim Fit Chinos
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220505/xnBC/6273ee81f997dd03e296e4ea/-286Wx359H-469113063-black-MODEL.jpg,Men,"1,099",100,Typographic Print Crew-Neck T-shirt
Pack of 3 Sleeveless Vests,https://assets.ajio.com/medias/sys_master/root/h1a/hcb/9862070042654/-286Wx359H-440003214-white-OUTFIT.jpg,Men,497,100,Pack of 3 Sleeveless Vests
Heavily Washed Skinny Jeans,https://assets.ajio.com/medias/sys_master/root/20220419/vZS2/625db3f3f997dd03e266c875/-286Wx359H-441139481-grey-MODEL.jpg,Men,"2,199",100,Heavily Washed Skinny Jeans
Striped Polo T-shirt with Ribbed Hems,https://assets.ajio.com/medias/sys_master/root/20210310/oWYu/6048f232aeb26969817f3552/-286Wx359H-441120086-ecru-MODEL.jpg,Men,899,100,Striped Polo T-shirt with Ribbed Hems
Floral Print Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20211022/eluB/61729e3caeb2690110a31e60/-286Wx359H-461087463-multi-MODEL.jpg,Men,"2,199",100,Floral Print Slim Fit Shirt
Quick-Dry Typographic Print Round-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220429/j3Z4/626c0b8bf997dd03e28af4b5/-286Wx359H-441134822-lime-MODEL.jpg,Men,599,100,Quick-Dry Typographic Print Round-Neck T-shirt
Space-Dyed Crew-Neck Full Sleeves Sweatshirt,https://assets.ajio.com/medias/sys_master/root/20210819/xbz5/611e74c17cdb8cb824ff922a/-286Wx359H-441123705-navy-MODEL.jpg,Men,899,100,Space-Dyed Crew-Neck Full Sleeves Sweatshirt
Checked Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20211228/FrLz/61cb2865aeb26901101fffe5/-286Wx359H-441133148-blue-MODEL.jpg,Men,"1,499",100,Checked Flat-Front Trousers
Flat-Front Tapered Fit Chinos,https://assets.ajio.com/medias/sys_master/root/20210706/qPcO/60e358aeaeb269a9e337e62b/-286Wx359H-441121063-khaki-MODEL.jpg,Men,"1,499",100,Flat-Front Tapered Fit Chinos
Solid Jogger Jeans with Drawstring,https://assets.ajio.com/medias/sys_master/root/20210403/rzPp/606872ffaeb269a9e3326c7e/-286Wx359H-461095197-black-MODEL.jpg,Men,"1,799",100,Solid Jogger Jeans with Drawstring
Heathered Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/hd6/hcb/14160666198046/-286Wx359H-441000453-navy-MODEL.jpg,Men,399,100,Heathered Crew-Neck T-shirt
Speckled Panelled Joggers with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210811/fX6H/6113e9b27cdb8cb824f3d9e7/-286Wx359H-441119474-navy-MODEL.jpg,Men,899,100,Speckled Panelled Joggers with Insert Pockets
Mid-Wash Straight Jeans,https://assets.ajio.com/medias/sys_master/root/20211027/w0JC/617948b2aeb2690110acadb4/-286Wx359H-441192142-darkgrey-MODEL.jpg,Men,"1,699",100,Mid-Wash Straight Jeans
Washed Slim Fit Jeans with Whiskers,https://assets.ajio.com/medias/sys_master/root/20211026/rOVQ/6176fc11aeb2690110a88183/-286Wx359H-441124408-blue-MODEL.jpg,Men,"1,499",100,Washed Slim Fit Jeans with Whiskers
Mid-Rise Track Pants with Side Taping,https://assets.ajio.com/medias/sys_master/root/20211202/diQP/61a7e532aeb2690110ea9c1d/-286Wx359H-441132346-grey-MODEL.jpg,Men,999,100,Mid-Rise Track Pants with Side Taping
